,ADDED_BY_USER,DTTM_RCD_ADDED,UPDATED_BY_USER,POLICY_ID,POLICY_NAME,POLICY_NUMBER,POLICY_STATUS_CODE,INSURER_EID,ISSUE_DATE,REVIEW_DATE,RENEWAL_DATE,EFFECTIVE_DATE,EXPIRATION_DATE,CANCEL_DATE,PREMIUM,TRIGGER_CLAIM_FLAG,PRIMARY_POLICY_FLG,COMMENTS,DTTM_RCD_LAST_UPD,BROKER_EID,BANK_ACC_ID,SUB_ACC_ROW_ID,HTMLCOMMENTS,ALL_STATES_FLAG,POLICY_SYSTEM_ID,POLICY_LOB_CODE,POLICY_SYMBOL,EXTERNAL_POLICY_ID,CURRENCY_CODE,MODULE,MASTER_COMPANY,LOCATION_COMPANY,BRANCH_CODE,LEGACY_UNIQUE_IDENTIFIER,INVALID_IND,PAID_TO_DATE,ISSUE_SYSTEM,RESINSURANCE_FLAG,RETRO_DATE,TAIL_DATE,REINSURANCE_CODE,EXTERNAL_POLICY_KEY,MASTER_COMPANY_DESC,INJURY_MGT_PROGRAM_CODE,CANCEL_REASON_CODE,GST_RATE,GST_AMOUNT,ITC_RATE,PREMIUM_WO_GST,PRODUCT_TYPE,PRODUCT_SUB_TYPE,REPT_PRODUCT_TYPE,ISSUE_STATE,MAJOR_LOB,FACE_AMOUNT,CONTESTABLE,INSURED_INDICATOR,ANNUITY_QUAL_TYPE,PAR_TYPE,ADMIN_PAID_DATE,PLAN_CODE,REGION,CLIENT_PROG_ID,UMR_ROW_ID,PROCESSED
205,TCON2A,20120907103309,TCON2A,151794,11CAA5898702,1158987,212,0,,,,20090701,20100701,20100701,0.0,0,-1,,20120907103309,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,130199,0,,,0,,,0,"CAA,1158987,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
206,KGaspard,20160923154808,KGaspard,151799,AGL001358001,0013580,212,0,,,,20150523,20160523,,0.0,0,-1,,20160923154808,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,198444,0,,,0,,,0,"AGL,0013580,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
207,KGaspard,20160826094148,KGaspard,151845,AGL000505802,0005058,212,0,,,,20151010,20161010,,0.0,0,-1,,20160826094148,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,197334,0,,,0,,,0,"AGL,0005058,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
208,TCON1A,20120815210804,sys,151904,11WCX5940801,1159408,212,0,,,,20080701,20090701,,907294.0,0,-1,,20221115135215,0,0,0,,0,1,26327,WCX,,26723,01,05,00,08,,0,,NONPIJ,0,,,0,"WCX,1159408,01,05,00",,,,,,,907294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
209,TCON1A,20120907043511,TCON1A,151905,11CAA5489600,1154896,212,0,,,,20061201,20071201,20071201,0.0,0,-1,,20120907043511,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,128154,0,,,0,,,0,"CAA,1154896,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
210,TCON1A,20120907094446,TCON1A,151911,11CAA5464701,1154647,212,0,,,,20070701,20080701,20080701,0.0,0,-1,,20120907094446,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,129978,0,,,0,,,0,"CAA,1154647,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
211,TCON4A,20120823015024,TCON4A,151942,DOX002803402,0028034,212,0,,,,20100701,20110701,,0.0,0,-1,,20120823015024,0,0,0,,0,1,7927,DOX,,26723,02,05,00,10,122336,0,,,0,,,0,"DOX,0028034,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
212,ARodstro,20150708095450,ARodstro,151953,71WCX4966300,7149663,212,0,,,,20091201,20101201,,0.0,0,-1,,20150708095450,0,0,0,,0,1,26327,WCX,,26723,00,05,00,,182941,0,,,0,,,0,"WCX,7149663,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
213,LGarrets,20141030113401,LGarrets,151962,SPL005271301,0052713,212,0,,,,20131217,20141217,,0.0,0,-1,,20141030113401,0,0,0,,0,1,26325,SPL,,26723,01,05,00,,174953,0,,,0,,,0,"SPL,0052713,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
214,TCON3A,20120922200557,TCON3A,151985,11CAA5492103,1154921,212,0,,,,20091201,20101201,20101201,0.0,0,-1,,20120922200557,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,138075,0,,,0,,,0,"CAA,1154921,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
215,MHerman,20161028145853,MHerman,152010,AGL001155400,0011554,212,0,,,,20140401,20150401,,0.0,0,-1,,20161028145853,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,199895,0,,,0,,,0,"AGL,0011554,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
216,TCON3A,20120922195510,TCON3A,152017,11CAA5491001,1154910,212,0,,,,20071130,20081130,20081130,0.0,0,-1,,20120922195510,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,137945,0,,,0,,,0,"CAA,1154910,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
217,TCON4A,20120317053650,TCON4A,152030,AEP000545906,0005459,212,0,,,,20110401,20120401,,0.0,0,-1,,20120317053650,0,0,0,,0,1,26325,AEP,,26723,06,01,00,11,91126,0,,,0,,,0,"AEP,0005459,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
218,LGarrets,20151222091536,LGarrets,152035,11LPL7676203,1176762,212,0,,,,20150522,20160522,,0.0,0,-1,,20151222091536,0,0,0,,0,1,26325,LPL,,26723,03,05,00,,188401,0,,,0,,,0,"LPL,1176762,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
219,ARodstro,20150911113118,ARodstro,152114,GPP005711600,0057116,212,0,,,,20140613,20150613,,0.0,0,-1,,20150911113118,0,0,0,,0,1,27061,GPP,,26723,00,01,00,,185186,0,,,0,,,0,"GPP,0057116,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
220,ARodstro,20141017140005,ARodstro,152150,31PKG2213401,3122134,212,0,,,,20081001,20091001,,0.0,0,-1,,20141017140005,0,0,0,,0,1,6857,PKG,,26723,01,05,00,,174513,0,,,0,,,0,"PKG,3122134,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
221,TCON1A,20120316043137,TCON1A,152162,UFP000351602,0003516,212,0,,,,20070101,20080101,,0.0,0,-1,,20120316043137,0,0,0,,0,1,27061,UFP,,26723,02,01,00,10,78584,0,,,0,,,0,"UFP,0003516,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
222,KGaspard,20141110114921,KGaspard,152188,AGL001329900,0013299,212,0,,,,20140519,20150519,,0.0,0,-1,,20141110114921,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,175267,0,,,0,,,0,"AGL,0013299,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
223,LBiga,20141112132555,LBiga,152261,FLP005269301,0052693,212,0,,,,20131213,20141213,,0.0,0,-1,,20141112132555,0,0,0,,0,1,26323,FLP,,26723,01,01,00,,175391,0,,,0,,,0,"FLP,0052693,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
224,TCON2A,20120922192927,TCON2A,152326,11CAA5488901,1154889,212,0,,,,20071201,20081130,20081130,0.0,0,-1,,20120922192927,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,137626,0,,,0,,,0,"CAA,1154889,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
225,ARodstro,20151013120220,ARodstro,152346,DPC005853400,0058534,212,0,,,,20150529,20180529,,0.0,0,-1,,20151013120220,0,0,0,,0,1,26326,DPC,,26723,00,01,00,,186239,0,,,0,,,0,"DPC,0058534,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
226,TCON2A,20120922173519,TCON2A,152385,11CAA5884501,1158845,212,0,,,,20080401,20090331,20090331,0.0,0,-1,,20120922173519,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,136327,0,,,0,,,0,"CAA,1158845,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
227,CJarvis,20160824140720,CJarvis,152412,AGL000304501,0003045,212,0,,,,20140801,20150801,,0.0,0,-1,,20160824140720,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,197246,0,,,0,,,0,"AGL,0003045,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
228,LGarrets,20150730112616,LGarrets,152413,11LPL3875208,1138752,212,0,,,,20150611,20160611,,0.0,0,-1,,20150730112616,0,0,0,,0,1,26325,LPL,,26723,08,05,00,,183749,0,,,0,,,0,"LPL,1138752,08,05,00",,,,,,,,,,,,,,,,,,,,,,,
229,ARodstro,20160113113625,ARodstro,152426,99COP8034000,9980340,212,0,,,,20110103,20120901,,0.0,0,-1,,20160113113625,0,0,0,,0,1,26326,COP,,26723,00,05,00,,189009,0,,,0,,,0,"COP,9980340,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
230,TCON3A,20120814182142,TCON3A,152454,11MAA5880800,1158808,212,0,,,,20070101,20071231,20071231,0.0,0,-1,,20120814182142,0,0,0,,0,1,26319,MAA,,26723,00,05,00,01,118519,0,,,0,,,0,"MAA,1158808,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
231,KGaspard,20160804153749,KGaspard,152458,AGL001337802,0013378,212,0,,,,20160519,20170519,,0.0,0,-1,,20160804153749,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,196514,0,,,0,,,0,"AGL,0013378,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
232,TCON2A,20120922221927,TCON2A,152539,11CAA5491602,1154916,212,0,,,,20081201,20091130,20091130,0.0,0,-1,,20120922221927,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,140016,0,,,0,,,0,"CAA,1154916,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
233,KGaspard,20160531082254,KGaspard,152540,AGL000512700,0005127,212,0,,,,20131015,20141015,,0.0,0,-1,,20160531082254,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,193906,0,,,0,,,0,"AGL,0005127,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
234,TCON2A,20120823183258,TCON2A,152570,WCX003420702,0034207,212,0,,,,20110701,20120701,,0.0,0,-1,,20120823183258,0,0,0,,0,1,26327,WCX,,26723,02,05,00,08,123332,0,,,0,,,0,"WCX,0034207,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
235,TCON4A,20120907021544,TCON4A,152596,GAP002166900,0021669,212,0,,,,20070518,20091201,,0.0,0,-1,,20120907021544,0,0,0,,0,1,26326,GAP,,26723,00,01,00,15,126672,0,,,0,,,0,"GAP,0021669,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
236,ARodstro,20160803110734,ARodstro,152599,AGL003057400,0030574,212,0,,,,20151014,20161014,,0.0,0,-1,,20160803110734,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,196441,0,,,0,,,0,"AGL,0030574,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
237,TCON2A,20120922231224,TCON2A,152612,11CAA7047901,1170479,212,0,,,,20090401,20100331,20100331,0.0,0,-1,,20120922231224,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,140464,0,,,0,,,0,"CAA,1170479,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
238,LGarrets,20160822111323,LGarrets,152738,AEP003314407,0033144,212,0,,,,20160501,20170501,,0.0,0,-1,,20160822111323,0,0,0,,0,1,26325,AEP,,26723,07,01,00,,197080,0,,,0,,,0,"AEP,0033144,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
239,TCON4A,20120907012506,TCON4A,152760,WCX002858900,0028589,212,0,,,,20080930,20090930,,0.0,0,-1,,20120907012506,0,0,0,,0,1,26327,WCX,,26723,00,05,00,08,125867,0,,,0,,,0,"WCX,0028589,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
240,TCON1A,20120922235958,TCON1A,152768,11CAA5491603,1154916,212,0,,,,20091201,20101130,20101130,0.0,0,-1,,20120922235958,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,141058,0,,,0,,,0,"CAA,1154916,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
241,LGarrets,20160817160918,LGarrets,152773,DOX930042400,9300424,212,0,,,,20140901,20160901,,0.0,0,-1,,20160817160918,0,0,0,,0,1,7927,DOX,,26723,00,05,00,,196991,0,,,0,,,0,"DOX,9300424,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
242,JVictori,20161111120959,JVictori,152785,WCX003419907,0034199,212,0,,,,20160701,20170701,,0.0,0,-1,,20161111120959,0,0,0,,0,1,26327,WCX,,26723,07,05,00,,200360,0,,,0,,,0,"WCX,0034199,07,05,00",,,,,,,,,,,,,,,,,,,,,,,
243,MMittert,20160224153148,MMittert,152814,SBD002389208,0023892,212,0,,,,20151201,20161201,,0.0,0,-1,,20160224153148,0,0,0,,0,1,26325,SBD,,51848,08,06,00,,190479,0,,,0,,,0,"SBD,0023892,08,06,00",,,,,,,,,,,,,,,,,,,,,,,
244,TCON4A,20120822224640,TCON4A,152823,GAP002166900,0021669,212,0,,,,20070518,20091201,,0.0,0,-1,,20120822224640,0,0,0,,0,1,26326,GAP,,26723,00,01,00,15,121592,0,,,0,,,0,"GAP,0021669,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
245,MHerman,20150626094801,MHerman,152835,31WCI2375207,3123752,212,0,,,,20110301,20120301,,0.0,0,-1,,20150626094801,0,0,0,,0,1,5879,WCI,,26723,07,05,00,,182614,0,,,0,,,0,"WCI,3123752,07,05,00",,,,,,,,,,,,,,,,,,,,,,,
246,ARodstro,20160505164332,ARodstro,152957,UXP003597606,0035976,212,0,,,,20151031,20161031,,0.0,0,-1,,20160505164332,0,0,0,,0,1,27061,UXP,,26723,06,05,00,,193117,0,,,0,,,0,"UXP,0035976,06,05,00",,,,,,,,,,,,,,,,,,,,,,,
247,TCON1A,20120920022650,TCON1A,152961,11CAA5499302,1154993,212,0,,,,20081215,20091215,20091215,0.0,0,-1,,20120920022650,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,134791,0,,,0,,,0,"CAA,1154993,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
248,ARodstro,20130510144043,ARodstro,153004,UXP004204101,0042041,212,0,,,,20120101,20130101,,0.0,0,-1,,20130510144043,0,0,0,,0,1,27061,UXP,,26723,01,05,00,,149323,0,,,0,,,0,"UXP,0042041,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
249,TCONV,20140906134147,TCONV,153005,CPR008677601,0086776,212,0,,,,20111201,20121201,,0.0,0,-1,,20140906134147,0,0,0,,0,1,6857,CPR,,51848,01,06,00,20,172944,0,,,0,,,0,"CPR,0086776,01,06,00",,,,,,,,,,,,,,,,,,,,,,,
250,TCON3A,20120317064128,TCON3A,153012,APL000733405,0007334,212,0,,,,20100601,20110601,,0.0,0,-1,,20120317064128,0,0,0,,0,1,26325,APL,,26723,05,01,00,01,92463,0,,,0,,,0,"APL,0007334,05,01,00",,,,,,,,,,,,,,,,,,,,,,,
251,TCON4A,20120923012735,TCON4A,153020,11CAA5488600,1154886,212,0,,,,20061215,20071215,20071215,0.0,0,-1,,20120923012735,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,141873,0,,,0,,,0,"CAA,1154886,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
252,KGaspard,20141211155516,KGaspard,153056,AGL001214800,0012148,212,0,,,,20140401,20150401,,0.0,0,-1,,20141211155516,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,176347,0,,,0,,,0,"AGL,0012148,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
253,KGaspard,20151030113728,KGaspard,153075,AGL001105001,0011050,212,0,,,,20150326,20160326,,0.0,0,-1,,20151030113728,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,186799,0,,,0,,,0,"AGL,0011050,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
254,CMessina,20130910131228,CMessina,153089,DPC000168400,0001684,212,0,,,,20041001,20051001,20050627,0.0,0,-1,,20130910131228,0,0,0,,0,1,26326,DPC,,26723,00,01,00,,152778,0,,,0,,,0,"DPC,0001684,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
255,TCON1A,20120922191939,TCON1A,153106,APL000733406,0007334,212,0,,,,20110601,20120601,,0.0,0,-1,,20120922191939,0,0,0,,0,1,26325,APL,,26723,06,01,00,01,137502,0,,,0,,,0,"APL,0007334,06,01,00",,,,,,,,,,,,,,,,,,,,,,,
256,SLuniews,20160503140109,SLuniews,153143,BFI005048103,0050481,212,0,,,,20150601,20160601,,0.0,0,-1,,20160503140109,0,0,0,,0,1,7927,BFI,,51848,03,06,00,,192972,0,,,0,,,0,"BFI,0050481,03,06,00",,,,,,,,,,,,,,,,,,,,,,,
257,LGarrets,20150112152920,LGarrets,153162,ICX930001700,9300017,212,0,,,,20140801,20150801,,0.0,0,-1,,20150112152920,0,0,0,,0,1,7927,ICX,,26723,00,05,00,,177135,0,,,0,,,0,"ICX,9300017,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
258,MHerman,20160719135425,MHerman,153191,SLP930001200,9300012,212,0,,,,20160713,20200713,,0.0,0,-1,,20160719135425,0,0,0,,0,1,7927,SLP,,26723,00,01,00,,195824,0,,,0,,,0,"SLP,9300012,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
259,KGaspard,20151016150120,KGaspard,153220,ICX930000901,9300009,212,0,,,,20150401,20160401,,0.0,0,-1,,20151016150120,0,0,0,,0,1,7927,ICX,,26723,01,05,00,,186392,0,,,0,,,0,"ICX,9300009,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
260,ARodstro,20161006171029,ARodstro,153248,AGL001591600,0015916,212,0,,,,20140730,20150730,20141208,0.0,0,-1,,20161006171029,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,198982,0,,,0,,,0,"AGL,0015916,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
261,TCON3A,20120922180349,TCON3A,153263,11CAA5483803,1154838,212,0,,,,20091215,20101215,20101215,0.0,0,-1,,20120922180349,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,136637,0,,,0,,,0,"CAA,1154838,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
262,TCON1A,20120922191531,TCON1A,153283,11CAA5484403,1154844,212,0,,,,20091231,20101231,20101231,0.0,0,-1,,20120922191531,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,137456,0,,,0,,,0,"CAA,1154844,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
263,TCON2A,20120922225540,TCON2A,153294,11CAA5489402,1154894,212,0,,,,20081201,20091130,20091130,0.0,0,-1,,20120922225540,0,0,0,,0,1,26319,CAA,,26723,02,05,00,01,140275,0,,,0,,,0,"CAA,1154894,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
264,KGaspard,20160203095309,KGaspard,153298,AGL001341201,0013412,212,0,,,,20150519,20160519,,0.0,0,-1,,20160203095309,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,189690,0,,,0,,,0,"AGL,0013412,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
265,TCONV,20140906140812,TCONV,153303,CPR008677600,0086776,212,0,,,,20101201,20111201,,0.0,0,-1,,20140906140812,0,0,0,,0,1,6857,CPR,,51848,00,06,00,20,173004,0,,,0,,,0,"CPR,0086776,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
266,TCON4A,20120923002617,TCON4A,153309,11CAA5486700,1154867,212,0,,,,20061116,20071116,20071116,0.0,0,-1,,20120923002617,0,0,0,,0,1,26319,CAA,,26723,00,05,00,01,141263,0,,,0,,,0,"CAA,1154867,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
267,LBiga,20131113170129,LBiga,153332,AGL000321100,0003211,212,0,,,,20130809,20140809,,0.0,0,-1,,20131113170129,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,154420,0,,,0,,,0,"AGL,0003211,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
268,TCON4A,20120923015119,TCON4A,153368,11CAA5495401,1154954,212,0,,,,20071221,20081221,20081221,0.0,0,-1,,20120923015119,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,142170,0,,,0,,,0,"CAA,1154954,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
269,JVictori,20140117181355,JVictori,153369,WCX003512702,0035127,212,0,,,,20110901,20120901,,0.0,0,-1,,20140117181355,0,0,0,,0,1,26327,WCX,,26723,02,05,00,,155980,0,,,0,,,0,"WCX,0035127,02,05,00",,,,,,,,,,,,,,,,,,,,,,,
270,LGarrets,20160914112417,LGarrets,153446,ECL000072512,0000725,212,0,,,,20160724,20170801,,0.0,0,-1,,20160914112417,0,0,0,,0,1,26325,ECL,,26723,12,01,00,,198056,0,,,0,,,0,"ECL,0000725,12,01,00",,,,,,,,,,,,,,,,,,,,,,,
271,TCON3A,20120313005820,TCON3A,153463,UFP000351604,0003516,212,0,,,,20090101,20100101,,0.0,0,-1,,20120313005820,0,0,0,,0,1,27061,UFP,,26723,04,01,00,10,28782,0,,,0,,,0,"UFP,0003516,04,01,00",,,,,,,,,,,,,,,,,,,,,,,
272,TCONV,20140906121006,TCONV,153575,CPR007742400,0077424,212,0,,,,20100601,20110601,,0.0,0,-1,,20140906121006,0,0,0,,0,1,6857,CPR,,51848,00,06,00,20,172253,0,,,0,,,0,"CPR,0077424,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
273,KGaspard,20160816085914,KGaspard,153664,AGL000947902,0009479,212,0,,,,20160216,20170216,,0.0,0,-1,,20160816085914,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,196907,0,,,0,,,0,"AGL,0009479,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
274,TCON2A,20120814181736,TCON2A,153719,11CAA5466603,1154666,212,0,,,,20091001,20100930,20100930,0.0,0,-1,,20120814181736,0,0,0,,0,1,26319,CAA,,26723,03,05,00,01,118461,0,,,0,,,0,"CAA,1154666,03,05,00",,,,,,,,,,,,,,,,,,,,,,,
275,JVictori,20130410171958,JVictori,153842,WCX003160004,0031600,212,0,,,,20130201,20140201,,0.0,0,-1,,20130410171958,0,0,0,,0,1,26327,WCX,,26723,04,05,00,,148490,0,,,0,,,0,"WCX,0031600,04,05,00",,,,,,,,,,,,,,,,,,,,,,,
276,ARodstro,20151209114318,ARodstro,153852,AGL001963900,0019639,212,0,,,,20141119,20151119,20150211,0.0,0,-1,,20151209114318,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,188007,0,,,0,,,0,"AGL,0019639,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
277,MMittert,20151125121142,MMittert,153869,CPR010874701,0108747,212,0,,,,20151001,20161001,,0.0,0,-1,,20151125121142,0,0,0,,0,1,6857,CPR,,51848,01,06,00,,187658,0,,,0,,,0,"CPR,0108747,01,06,00",,,,,,,,,,,,,,,,,,,,,,,
278,TCON4A,20120922171951,TCON4A,153882,25FAAPL0040000,2500400,212,0,,,,20020501,20030501,,0.0,0,-1,,20120922171951,0,0,0,,0,1,26325,APL,,26723,00,05,00,01,136133,0,,,0,,,0,"APL,2500400,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
279,TCON4A,20120907020707,TCON4A,153924,DOX004169000,0041690,212,0,,,,20101215,20111215,,0.0,0,-1,,20120907020707,0,0,0,,0,1,7927,DOX,,26723,00,05,00,19,126514,0,,,0,,,0,"DOX,0041690,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
280,TCON1A,20120907093726,TCON1A,154096,11CAA5489601,1154896,212,0,,,,20071201,20081201,20081201,0.0,0,-1,,20120907093726,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,129958,0,,,0,,,0,"CAA,1154896,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
281,TCONV,20140906123735,TCONV,154154,BFI005048100,0050481,212,0,,,,20120601,20130601,,0.0,0,-1,,20140906123735,0,0,0,,0,1,7927,BFI,,51848,00,06,00,20,172667,0,,,0,,,0,"BFI,0050481,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
282,LGarrets,20130502105430,LGarrets,154263,APL000733407,0007334,212,0,,,,20120601,20130601,,0.0,0,-1,,20130502105430,0,0,0,,0,1,26325,APL,,26723,07,01,00,,149114,0,,,0,,,0,"APL,0007334,07,01,00",,,,,,,,,,,,,,,,,,,,,,,
283,TCON4A,20120922194831,TCON4A,154265,52UFP3618901,5236189,212,0,,,,20041001,20051001,20051001,0.0,0,-1,,20120922194831,0,0,0,,0,1,6857,UFP,,26723,01,01,00,14,137846,0,,,0,,,0,"UFP,5236189,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
284,TCONV,20140906114154,TCONV,154297,11CAA5935000,1159350,212,0,,,,20061215,20071215,,0.0,0,-1,,20140906114154,0,0,0,,0,1,26319,CAA,,51848,00,06,00,20,171803,0,,,0,,,0,"CAA,1159350,00,06,00",,,,,,,,,,,,,,,,,,,,,,,
285,KGaspard,20161004075557,KGaspard,154316,AGL003509600,0035096,212,0,,,,20160316,20170316,,0.0,0,-1,,20161004075557,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,198811,0,,,0,,,0,"AGL,0035096,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
286,ARodstro,20160909142708,ARodstro,154493,AGL002566700,0025667,212,0,,,,20150519,20160519,,0.0,0,-1,,20160909142708,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,197912,0,,,0,,,0,"AGL,0025667,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
287,KGaspard,20160309143321,KGaspard,154539,AGL000164002,0001640,212,0,,,,20150616,20160616,,0.0,0,-1,,20160309143321,0,0,0,,0,1,6857,AGL,,26723,02,01,00,,190988,0,,,0,,,0,"AGL,0001640,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
288,TCON2A,20120923010529,TCON2A,154567,11CAA5491001,1154910,212,0,,,,20071130,20081130,20081130,0.0,0,-1,,20120923010529,0,0,0,,0,1,26319,CAA,,26723,01,05,00,01,141626,0,,,0,,,0,"CAA,1154910,01,05,00",,,,,,,,,,,,,,,,,,,,,,,
289,TCON1A,20120922214611,TCON1A,154596,WCX003417800,0034178,212,0,,,,20090701,20100701,,0.0,0,-1,,20120922214611,0,0,0,,0,1,26327,WCX,,26723,00,05,00,10,139505,0,,,0,,,0,"WCX,0034178,00,05,00",,,,,,,,,,,,,,,,,,,,,,,
290,NAgarwal,20160720150412,NAgarwal,154603,AGL002507701,0025077,212,0,,,,20160430,20170430,,0.0,0,-1,,20160720150412,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,195899,0,,,0,,,0,"AGL,0025077,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
291,LBiga,20150511152240,LBiga,154635,AGL001133900,0011339,212,0,,,,20140331,20150331,,0.0,0,-1,,20150511152240,0,0,0,,0,1,6857,AGL,,26723,00,01,00,,181048,0,,,0,,,0,"AGL,0011339,00,01,00",,,,,,,,,,,,,,,,,,,,,,,
292,ARodstro,20140501124502,ARodstro,154657,EEO004899202,0048992,212,0,,,,20140221,20140930,,0.0,0,-1,,20140501124502,0,0,0,,0,1,26321,EEO,,26723,02,01,00,,159077,0,,,0,,,0,"EEO,0048992,02,01,00",,,,,,,,,,,,,,,,,,,,,,,
293,KGaspard,20150330114230,KGaspard,154674,AGL000560801,0005608,212,0,,,,20141030,20151030,,0.0,0,-1,,20150330114230,0,0,0,,0,1,6857,AGL,,26723,01,01,00,,179590,0,,,0,,,0,"AGL,0005608,01,01,00",,,,,,,,,,,,,,,,,,,,,,,
